timestamp,status,direction,grade,trend,pullback,rejection,volume,open_interest,poc,vah,val,current_price,open,high,low,bar_volume,sma20_volume,elapsed_seconds,ema_10,vwap,ema_slope,engine_version
2026-08-06T09:34:56.539378+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Low,Flat,Above,Rejected,Above,57970.0,57975,58000,57970.0,5400,6856.5,296.539378,57898.36370510702,57952.53917559234,-2.254545454547042,1904c465
2026-08-06T09:34:57.554108+05:30,WAIT,Neutral,Ignore,Neutral,None,Bullish,Low,Flat,Above,Above,Above,57988.2,57975,58000,57970.0,5460,6856.5,297.554108,57901.67279601611,57952.55616083009,1.0545454545426765,1904c465
2026-08-06T09:34:59.568143+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Low,Flat,Above,Below,Above,57960.0,57975,58000,57955.0,5580,6856.5,299.568143,57896.545523288834,57952.58430420712,-7.090909090911737,1904c465
2026-08-06T09:35:00.565745+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Low,Flat,At,Below,Above,57960.0,57975,58000,57955.0,5580,7035.0,300.0,57896.545523288834,57952.58430420712,-4.727272727272066,1904c465
2026-08-06T09:35:01.581760+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Unknown,Flat,At,Below,Above,57950.0,57960.0,57960.0,57950.0,0.0,7035.0,1.58176,57906.2645190545,57952.58430420712,2.6280866747547407,1904c465
2026-08-06T09:35:03.599988+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Unknown,Flat,At,Below,Above,57960.4,57960.0,57960.4,57950.0,540.0,7035.0,3.599988,57908.15542814541,57952.566923323706,4.518995765662112,1904c465
2026-08-06T09:35:05.594361+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Unknown,Flat,At,Below,Above,57950.0,57960.0,57960.4,57950.0,600.0,7035.0,5.594361,57906.2645190545,57952.5644551282,2.6280866747547407,1904c465
2026-08-06T09:35:11.610179+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Unknown,Flat,At,Below,Above,57960.4,57960.0,57960.4,57942.6,690.0,7035.0,11.610179,57908.15542814541,57952.56076172188,4.518995765662112,1904c465
2026-08-06T09:35:17.553453+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Unknown,Flat,At,Below,Above,57948.2,57960.0,57965.0,57942.6,840.0,7035.0,17.553453,57905.93724632723,57952.58173690932,7.573541220212064,1904c465
2026-08-06T09:35:24.579400+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Unknown,Flat,Above,Below,Above,57982.8,57960.0,57987.8,57942.6,1740.0,7035.0,24.57853,57912.22815541814,57952.89342146679,13.464450311119435,1904c465
2026-08-06T09:35:28.618865+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Unknown,Flat,At,Below,Above,57951.4,57960.0,57987.8,57942.6,1770.0,7035.0,28.618865,57906.51906450905,57952.90762938493,4.518995765669388,1904c465
2026-08-06T09:35:30.628862+05:30,WAIT,Neutral,Ignore,Neutral,None,None,High,Flat,At,Below,Above,57951.4,57960.0,57987.8,57942.6,1800.0,7035.0,30.626696,57906.51906450905,57952.906918238994,3.173541220210609,1904c465
2026-08-06T09:35:31.624578+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Flat,Above,Below,Above,57983.0,57960.0,57987.8,57942.6,1800.0,7035.0,31.624578,57912.2645190545,57952.906918238994,8.918995765663567,1904c465
2026-08-06T09:35:38.640519+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Flat,At,Below,Above,57960.6,57960.0,57987.8,57942.6,2010.0,7035.0,38.640519,57908.19179178177,57953.00595517944,4.846268492932722,1904c465
2026-08-06T09:35:41.654873+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Flat,Above,Below,Above,57983.0,57960.0,57987.8,57942.6,2040.0,7035.0,41.654873,57912.2645190545,57953.009523809524,10.264450311122346,1904c465
2026-08-06T09:35:45.645919+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Flat,At,Below,Above,57962.2,57960.0,57987.8,57942.6,2160.0,7035.0,45.645131,57908.48270087268,57953.044871794875,6.4826321293003275,1904c465
2026-08-06T09:35:55.788367+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Flat,Above,Below,Above,57985.6,57960.0,57987.8,57942.6,2280.0,7035.0,55.787472,57912.737246327226,57953.07690387016,10.846268492932722,1904c465
2026-08-06T09:36:01.788719+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Flat,At,Below,Above,57965.4,57960.0,57990.0,57942.6,2430.0,7035.0,61.787659,57909.064519054504,57953.125673361355,2.8000000000029104,1904c465
2026-08-06T09:36:03.791014+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Flat,Above,Below,Above,57990.0,57960.0,57990.0,57942.6,2460.0,7035.0,63.791014,57913.53724632723,57953.14288826642,5.381818181820563,1904c465
2026-08-06T09:36:16.927221+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Flat,Above,Rejected,Above,57995.0,57960.0,57995.0,57942.6,2700.0,7035.0,76.92602,57914.44633723632,57953.27463565891,5.454545454544132,1904c465
2026-08-06T09:36:19.940142+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Flat,At,Below,Above,57963.0,57960.0,57995.0,57942.6,2730.0,7035.0,79.940142,57908.62815541814,57953.29403378274,2.6909090909102815,1904c465
2026-08-06T09:36:21.944923+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Flat,Above,Rejected,Above,57995.0,57960.0,57995.0,57942.6,3030.0,7035.0,81.94392,57914.44633723632,57953.35375597717,8.509090909086808,1904c465
2026-08-06T09:36:25.938119+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Flat,Above,Below,Above,57969.2,57960.0,57996.4,57942.6,3090.0,7035.0,85.937265,57909.75542814541,57953.38098320234,-2.509090909094084,1904c465
2026-08-06T09:36:29.974886+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Falling,Above,Rejected,Above,57995.0,57960.0,57996.4,57942.6,3270.0,7035.0,89.973996,57914.44633723632,57953.43663746734,7.927272727269155,1904c465
2026-08-06T09:36:42.019064+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Falling,Above,Below,Above,57990.0,57960.0,57999.0,57942.6,3420.0,7035.0,102.018172,57913.53724632723,57953.53305734437,1.2727272727279342,1904c465
2026-08-06T09:36:43.043208+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Falling,Above,Rejected,Above,57999.0,57960.0,57999.0,57942.6,3450.0,7035.0,103.043208,57915.17360996359,57953.55396168582,2.9090909090882633,1904c465
2026-08-06T09:37:00.120710+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Normal,Falling,Above,Rejected,Above,57997.8,57960.0,57999.0,57942.6,3510.0,7035.0,120.12071,57914.95542814541,57953.59516153728,1.7818181818220182,1904c465
2026-08-06T09:37:04.150711+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Normal,Falling,Above,Below,Above,57971.2,57960.0,57999.0,57942.6,3510.0,7035.0,124.149729,57910.11906450905,57953.59516153728,-3.4181818181823473,1904c465
2026-08-06T09:37:05.167828+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Falling,Above,Below,Above,57971.2,57960.0,57999.0,57942.6,4020.0,7035.0,125.166828,57910.11906450905,57953.73157095108,-3.4181818181823473,1904c465
2026-08-06T09:37:07.171006+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Falling,Above,Rejected,Above,57998.0,57960.0,57999.0,57942.6,4530.0,7035.0,127.171006,57914.99179178177,57954.071943313735,1.8181818181838025,1904c465
2026-08-06T09:37:21.198775+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Falling,Above,Below,Above,57969.0,57960.0,57999.0,57942.6,4650.0,7035.0,141.197766,57909.719064509045,57954.138449962375,1.0909090909044608,1904c465
2026-08-06T09:37:22.190679+05:30,WAIT,Neutral,Ignore,Neutral,None,Bullish,High,Falling,Above,Below,Above,57969.0,57960.0,57999.0,57942.6,4650.0,7035.0,142.190679,57909.719064509045,57954.138449962375,-4.727272727272066,1904c465
2026-08-06T09:37:23.200165+05:30,WAIT,Neutral,Ignore,Neutral,None,Bullish,High,Falling,Above,Rejected,Above,57998.0,57960.0,57999.0,57942.6,4680.0,7035.0,143.200165,57914.99179178177,57954.15824308062,0.5454545454558684,1904c465
2026-08-06T09:37:26.188575+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Falling,Above,Rejected,Above,57998.0,57960.0,57999.0,57942.6,4680.0,7035.0,146.188575,57914.99179178177,57954.15824308062,5.23636363636615,1904c465
2026-08-06T09:37:29.209407+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,High,Falling,Above,Below,Above,57975.0,57960.0,57999.0,57942.6,4680.0,7035.0,149.209407,57910.80997359996,57954.15824308062,1.0545454545499524,1904c465
2026-08-06T09:37:39.303274+05:30,WAIT,Neutral,Ignore,Neutral,None,Bullish,High,Falling,Above,Below,Above,57975.2,57960.0,57999.0,57942.6,4800.0,7035.0,159.30243,57910.84633723632,57954.21615615616,-4.327272727270611,1904c465
2026-08-06T09:37:51.337188+05:30,WAIT,Neutral,Ignore,Neutral,None,Bullish,Normal,Falling,Above,Below,Above,57985.0,57960.0,57999.0,57942.6,5010.0,7035.0,171.337188,57912.62815541814,57954.31291722796,-2.5454545454485924,1904c465
