timestamp,status,direction,grade,trend,pullback,rejection,volume,open_interest,poc,vah,val,long_blocked,short_blocked,bar_start,current_price,open,high,low,bar_volume,sma20_volume,elapsed_seconds,ema_10,vwap,ema_slope,engine_version
2026-08-06T10:01:18.135894+05:30,WAIT,Neutral,Ignore,Unknown,Bearish,Bearish,Low,Flat,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57976.2,57990.4,57996,57961.0,1320,8512.5,78.134892,57978.95762422691,57981.95179252479,,9ab0b543
2026-08-06T10:01:24.142730+05:30,WAIT,Neutral,Ignore,Unknown,Bullish,None,Low,Flat,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57985.0,57990.4,57996,57961.0,1410,8512.5,84.14273,57980.55762422691,57981.94674668953,,9ab0b543
2026-08-06T10:01:26.165735+05:30,WAIT,Neutral,Ignore,Unknown,Bearish,Bearish,Low,Flat,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57976.0,57990.4,57996,57961.0,1680,8512.5,86.165735,57978.92126059055,57981.93405549221,,9ab0b543
2026-08-06T10:01:30.216570+05:30,WAIT,Neutral,Ignore,Neutral,Bearish,Bearish,Low,Flat,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57976.0,57990.4,57996,57961.0,1680,8512.5,90.215574,57978.92126059055,57981.93405549221,-3.636363636360329,9ab0b543
2026-08-06T10:01:44.180400+05:30,WAIT,Neutral,Ignore,Bearish,Bearish,Bearish,Low,Falling,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57964.4,57990.4,57996,57961.0,1740,8512.5,104.1804,57976.812169681456,57981.928850902186,-4.727272727272066,9ab0b543
2026-08-06T10:02:07.238011+05:30,WAIT,Neutral,Ignore,Bearish,Bullish,None,Low,Falling,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57980.2,57990.4,57996,57961.0,1950,8512.5,127.23701,57979.68489695418,57981.90857738603,0.8363636363646947,9ab0b543
2026-08-06T10:02:12.246678+05:30,WAIT,Neutral,Ignore,Neutral,Bullish,None,Low,Falling,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57990.0,57990.4,57996,57961.0,2130,8512.5,132.246678,57981.466715136004,57981.922357838965,2.618181818186713,9ab0b543
2026-08-06T10:02:23.335927+05:30,WAIT,Neutral,Ignore,Neutral,Bullish,Bullish,Low,Falling,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57996.0,57990.4,57996,57961.0,2190,8512.5,143.335927,57982.55762422691,57981.926940898345,3.636363636360329,9ab0b543
2026-08-06T10:02:34.394815+05:30,WAIT,Neutral,Ignore,Bullish,Bullish,Bullish,Low,Falling,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57998.0,57990.4,57998.0,57961.0,2370,8512.5,154.393991,57982.92126059055,57981.95142074955,5.090909090911737,9ab0b543
2026-08-06T10:02:55.461646+05:30,WAIT,Neutral,Ignore,Bullish,Bullish,None,Low,Falling,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57990.0,57990.4,57998.0,57961.0,2790,8512.5,175.461646,57981.466715136004,57981.99663375646,2.145454545454413,9ab0b543
2026-08-06T10:03:04.525162+05:30,WAIT,Neutral,Ignore,Neutral,Bullish,None,Low,Falling,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57981.0,57990.4,57998.0,57961.0,2790,8512.5,184.524369,57979.83035149964,57981.99663375646,0.5090909090868081,9ab0b543
2026-08-06T10:03:11.552415+05:30,WAIT,Neutral,Ignore,Neutral,Bearish,Bearish,Low,Falling,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57977.2,57990.4,57998.0,57961.0,2940,8512.5,191.551407,57979.13944240873,57981.99545539906,-0.5454545454558684,9ab0b543
2026-08-06T10:03:39.684735+05:30,WAIT,Neutral,Ignore,Neutral,Bullish,None,Low,Falling,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57985.0,57990.4,57998.0,57961.0,3150,8512.5,219.684735,57980.55762422691,57981.98511854559,-1.8181818181838025,9ab0b543
2026-08-06T10:03:53.765684+05:30,WAIT,Neutral,Ignore,Neutral,Bearish,Bearish,Low,Falling,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57975.2,57990.4,57998.0,57961.0,3150,8512.5,233.764669,57978.775806045094,57981.98511854559,-3.0545454545426765,9ab0b543
2026-08-06T10:04:02.828170+05:30,WAIT,Neutral,Ignore,Bearish,Bearish,Bearish,Low,Falling,Above,Below,Above,,,2026-08-06T10:00:00+05:30,57965.2,57990.4,57998.0,57961.0,3540,8512.5,242.82817,57976.95762422691,57981.956937441646,-4.509090909094084,9ab0b543
2026-08-06T10:04:19.880882+05:30,WAIT,Neutral,Ignore,Bearish,Bearish,Bearish,Low,Falling,At,Below,Above,,,2026-08-06T10:00:00+05:30,57954.0,57990.4,57998.0,57954.0,3960,8512.5,259.880882,57974.92126059055,57981.86324404762,-3.8181818181838025,9ab0b543
2026-08-06T10:05:01.013576+05:30,WAIT,Neutral,Ignore,Bearish,None,None,Unknown,Flat,At,Below,Above,,,2026-08-06T10:05:00+05:30,57950.2,57950.2,57950.2,57950.2,60.0,8439.0,1.013576,57969.86119668152,57981.73612962963,-8.878245727210015,9ab0b543
2026-08-06T10:05:29.104647+05:30,WAIT,Neutral,Ignore,Bearish,None,None,Unknown,Flat,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57970.0,57950.2,57970.0,57950.2,180.0,8439.0,29.103758,57973.46119668152,57981.70290418054,-1.4600639090276673,9ab0b543
2026-08-06T10:05:30.106700+05:30,WAIT,Neutral,Ignore,Bearish,None,None,Low,Flat,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57970.0,57950.2,57970.0,57950.2,210.0,8439.0,30.102408,57973.46119668152,57981.69965788257,-1.4964275453894516,9ab0b543
2026-08-06T10:05:37.117437+05:30,WAIT,Neutral,Ignore,Bearish,None,None,Low,Flat,At,Below,Above,,,2026-08-06T10:05:00+05:30,57952.6,57950.2,57970.0,57950.2,240.0,8439.0,37.117437,57970.297560317886,57981.69158809392,-4.696427545393817,9ab0b543
2026-08-06T10:06:36.400262+05:30,WAIT,Neutral,Ignore,Bearish,Bearish,Bearish,Low,Flat,At,Below,Above,,volume,2026-08-06T10:05:00+05:30,57950.0,57950.2,57970.0,57950.0,1980.0,8439.0,96.400262,57969.82483304516,57981.19619723435,-3.636363636360329,9ab0b543
2026-08-06T10:06:40.423879+05:30,ENTRY,Short,B,Bearish,Bearish,Bearish,Normal,Flat,At,Below,Above,,,2026-08-06T10:05:00+05:30,57950.0,57950.2,57970.0,57950.0,2880.0,8439.0,100.414986,57969.82483304516,57980.94284425194,-0.4727272727250238,9ab0b543
2026-08-06T10:06:42.409800+05:30,WAIT,Neutral,Ignore,Bearish,None,None,Normal,Flat,At,Below,Above,,,2026-08-06T10:05:00+05:30,57952.4,57950.2,57970.0,57950.0,2880.0,8439.0,102.4098,57970.261196681524,57980.94284425194,0.21818181818525773,9ab0b543
2026-08-06T10:06:43.422307+05:30,WAIT,Neutral,Ignore,Bearish,Bearish,None,Normal,Flat,At,Below,Above,,rejection,2026-08-06T10:05:00+05:30,57950.2,57950.2,57970.0,57950.0,2880.0,8439.0,103.422307,57969.86119668152,57980.94284425194,-0.18181818181619747,9ab0b543
2026-08-06T10:06:56.487279+05:30,WAIT,Neutral,Ignore,Bearish,None,None,Normal,Flat,At,Below,Above,,,2026-08-06T10:05:00+05:30,57955.0,57950.2,57970.0,57950.0,3270.0,8439.0,116.486437,57970.73392395425,57980.836327668374,0.6909090909102815,9ab0b543
2026-08-06T10:07:06.459721+05:30,WAIT,Neutral,Ignore,Bearish,None,None,Normal,Flat,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57963.8,57950.2,57970.0,57950.0,3270.0,8439.0,126.459721,57972.33392395425,57980.836327668374,2.2909090909088263,9ab0b543
2026-08-06T10:07:38.815156+05:30,WAIT,Neutral,Ignore,Unknown,Bullish,Bullish,Low,Flat,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57980.0,57951.6,57980,57950,3330,8446.5,158.810683,57975.487642962515,57980.84805241429,,9ab0b543
2026-08-06T10:07:39.819995+05:30,WAIT,Neutral,Ignore,Unknown,Bullish,Bullish,Low,Rising,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57983.0,57951.6,57983.0,57950,3360,8446.5,159.819995,57976.03309750797,57980.8486316734,,9ab0b543
2026-08-06T10:08:02.970858+05:30,WAIT,Neutral,Ignore,Unknown,Bearish,None,Low,Rising,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57973.0,57951.6,57989.0,57950,3540,8446.5,182.969967,57974.21491568979,57980.84925199319,,9ab0b543
2026-08-06T10:08:06.984763+05:30,WAIT,Neutral,Ignore,Unknown,Bullish,Bullish,Low,Rising,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57975.0,57951.6,57989.0,57950,3540,8446.5,186.984763,57974.57855205343,57980.84925199319,,9ab0b543
2026-08-06T10:08:39.268494+05:30,WAIT,Neutral,Ignore,Neutral,Bullish,Bullish,Low,Rising,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57992.0,57951.6,57992.0,57950,3840,8446.5,219.264595,57977.66946114433,57980.84381309747,2.1818181818161975,9ab0b543
2026-08-06T10:09:14.434028+05:30,WAIT,Neutral,Ignore,Neutral,Bearish,None,Low,Rising,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57973.2,57951.6,57992.0,57950,4380,8446.5,254.432969,57974.25127932615,57980.88830799324,-0.3272727272778866,9ab0b543
2026-08-06T10:09:16.438848+05:30,WAIT,Neutral,Ignore,Neutral,Bullish,Bullish,Low,Rising,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57990.8,57951.6,57992.0,57950,4530,8446.5,256.437992,57977.45127932615,57980.87806783875,2.8000000000029104,9ab0b543
2026-08-06T10:09:27.480820+05:30,WAIT,Neutral,Ignore,Neutral,Bearish,None,Low,Rising,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57973.0,57951.6,57992.0,57950,4620,8446.5,267.48082,57974.21491568979,57980.88103983675,-1.2727272727279342,9ab0b543
2026-08-06T10:09:57.649762+05:30,WAIT,Neutral,Ignore,Neutral,Bullish,Bullish,Low,Rising,Above,Below,Above,,,2026-08-06T10:05:00+05:30,57975.0,57951.6,57992.0,57950,4650,8446.5,297.648916,57974.57855205343,57980.87947489799,-3.0909090909044608,9ab0b543
2026-08-06T10:10:02.646295+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Unknown,Flat,Above,Below,Above,,,2026-08-06T10:10:00+05:30,57975.0,57975.0,57975.0,57975.0,0.0,8502.0,2.646295,57974.6551789528,57980.87947489799,-2.650645827896369,9ab0b543
2026-08-06T10:10:14.680152+05:30,WAIT,Neutral,Ignore,Neutral,Bullish,None,Unknown,Flat,Above,Below,Above,,,2026-08-06T10:10:00+05:30,57985.0,57975.0,57985.0,57975.0,30.0,8502.0,14.680152,57976.473360770986,57980.88057107387,2.222081444837386,9ab0b543
2026-08-06T10:10:30.747550+05:30,WAIT,Neutral,Ignore,Neutral,Bullish,None,Low,Flat,Above,Below,Above,,,2026-08-06T10:10:00+05:30,57990.0,57975.0,57990.0,57975.0,90.0,8502.0,30.742597,57977.382451680074,57980.88488877071,3.1675359902874334,9ab0b543
2026-08-06T10:10:37.776643+05:30,WAIT,Neutral,Ignore,Bullish,Bullish,None,Low,Flat,Above,Below,Above,,,2026-08-06T10:10:00+05:30,57998.0,57975.0,57998.0,57975.0,210.0,8502.0,37.776643,57978.83699713462,57980.89669765383,4.622081444831565,9ab0b543
2026-08-06T10:17:07.295153+05:30,WAIT,Neutral,Ignore,Unknown,None,None,Low,Flat,Above,Below,Above,,,2026-08-06T10:15:00+05:30,58000.2,58027.2,58027.2,57998,450,8371.5,127.289151,57988.282111104134,57982.090284929625,,9ab0b543
2026-08-06T10:18:07.475933+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Low,Flat,Above,Below,Above,,,2026-08-06T10:15:00+05:30,58014.0,58027.2,58027.2,57995.2,1170,8371.5,187.470991,57990.79120201322,57982.24899351757,2.509090909086808,9ab0b543
2026-08-06T10:19:48.082175+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Below,Above,,,2026-08-06T10:15:00+05:30,58019.0,58027.2,58027.2,57992.0,2490,8371.5,288.081282,57991.700292922316,57982.57314439946,4.909090909095539,9ab0b543
2026-08-06T10:20:01.127001+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Unknown,Flat,Above,Below,Above,,,2026-08-06T10:20:00+05:30,58008.2,58008.2,58008.2,58008.2,0.0,8248.5,1.125949,57993.09362809346,57982.586562131175,6.3024260802412755,9ab0b543
2026-08-06T10:20:26.014641+05:30,WAIT,Neutral,Ignore,Unknown,None,None,Unknown,Flat,Above,Below,Above,,,2026-08-06T10:20:00+05:30,57999.0,57999,57999,57999,30,8257.5,26.012286,57988.8919752009,57982.47964318775,,9ab0b543
2026-08-06T10:20:30.038434+05:30,WAIT,Neutral,Ignore,Unknown,None,None,Low,Flat,Above,Below,Above,,,2026-08-06T10:20:00+05:30,57999.0,57999,57999,57999,30,8257.5,30.038434,57988.8919752009,57982.47964318775,,9ab0b543
2026-08-06T10:21:26.403073+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Low,Flat,Above,Below,Above,,,2026-08-06T10:20:00+05:30,58010.0,57999,58010.0,57999,420,8257.5,86.402079,57990.8919752009,57982.539473242745,2.0,9ab0b543
2026-08-06T10:24:20.966679+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:20:00+05:30,58037.4,57999,58037.4,57999,2040,8257.5,260.966679,57995.87379338272,57983.102449520025,3.1636363636425813,9ab0b543
2026-08-06T10:24:31.978088+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:20:00+05:30,58040.0,57999,58040.0,57999,2310,8257.5,271.978088,57996.34652065545,57983.227858971186,4.909090909095539,9ab0b543
2026-08-06T10:24:32.986540+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Above,Above,,,2026-08-06T10:20:00+05:30,58050.0,57999,58050.0,57999,2520,8257.5,272.98654,57998.16470247363,57983.34343883943,4.545454545455868,9ab0b543
2026-08-06T10:24:36.013678+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:20:00+05:30,58037.4,57999,58050.0,57999,2670,8257.5,276.013678,57995.87379338272,57983.422639334814,3.1636363636425813,9ab0b543
2026-08-06T10:24:37.024879+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Above,Above,,,2026-08-06T10:20:00+05:30,58050.0,57999,58050.0,57999,2670,8257.5,277.024879,57998.16470247363,57983.422639334814,5.454545454551408,9ab0b543
2026-08-06T10:24:40.035865+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:20:00+05:30,58037.6,57999,58050.0,57999,2700,8257.5,280.035865,57995.91015701908,57983.4390781893,3.2000000000043656,9ab0b543
2026-08-06T10:24:43.061361+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Above,Above,,,2026-08-06T10:20:00+05:30,58049.2,57999,58050.0,57999,2730,8257.5,283.061361,57998.01924792817,57983.452447955235,5.3090909090897185,9ab0b543
2026-08-06T10:24:49.062232+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Falling,Above,Above,Above,,,2026-08-06T10:20:00+05:30,58049.6,57999,58050.0,57999,2790,8257.5,289.062232,57998.0919752009,57983.48499054198,5.381818181820563,9ab0b543
2026-08-06T10:25:02.029139+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Unknown,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58049.6,58049.6,58049.6,58049.6,0.0,8190.0,2.029139,58007.45707061892,57983.48499054198,14.492368145292858,9ab0b543
2026-08-06T10:25:39.102514+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Unknown,Flat,Above,Below,Above,,,2026-08-06T10:25:00+05:30,58024.8,58049.6,58050.0,58024.8,960.0,8190.0,39.102514,58002.947979709825,57984.00603835169,4.783277236194408,9ab0b543
2026-08-06T10:25:42.076170+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Unknown,Flat,Above,Rejected,Above,,,2026-08-06T10:25:00+05:30,58041.2,58049.6,58050.0,58024.8,1590.0,8190.0,42.075283,58005.929797891644,57984.21867186231,10.019640872560558,9ab0b543
2026-08-06T10:25:52.105896+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Unknown,Flat,Above,Below,Above,,,2026-08-06T10:25:00+05:30,58031.8,58049.6,58050.0,58024.8,1650.0,8190.0,52.105896,58004.22070698255,57984.24305420318,6.128731781653187,9ab0b543
2026-08-06T10:26:18.306231+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Below,Above,,,2026-08-06T10:25:00+05:30,58031.0,58049.6,58050.0,58024.8,1710.0,8190.0,78.306231,58004.0752524371,57984.26580697486,-3.381818181820563,9ab0b543
2026-08-06T10:26:38.409010+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Low,Flat,Above,Below,Above,,,2026-08-06T10:25:00+05:30,58020.2,58049.6,58050.0,58020.2,1740.0,8190.0,98.40901,58002.11161607346,57984.27693180897,-5.418181818182347,9ab0b543
2026-08-06T10:27:21.627060+05:30,WAIT,Neutral,Ignore,Neutral,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:25:00+05:30,58041.0,58049.6,58050.0,58020.2,1920.0,8190.0,141.62706,58005.89343425528,57984.34210995061,1.8181818181838025,9ab0b543
2026-08-06T10:27:38.737059+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:25:00+05:30,58045.0,58049.6,58050.0,58020.2,2100.0,8190.0,158.737059,58006.620706982554,57984.42819953109,4.509090909094084,9ab0b543
2026-08-06T10:27:50.748743+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58045.8,58049.6,58050.0,58020.2,2220.0,8190.0,170.748743,58006.76616152801,57984.481721993376,2.5454545454558684,9ab0b543
2026-08-06T10:27:59.691769+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58050.0,58049.6,58050.0,58020.2,2490.0,8190.0,179.691769,58007.52979789164,57984.616698903934,3.3090909090897185,9ab0b543
2026-08-06T10:28:03.729274+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:25:00+05:30,58041.4,58049.6,58050.0,58020.2,2610.0,8190.0,183.729274,58005.966161528006,57984.67571658615,1.745454545452958,9ab0b543
2026-08-06T10:28:05.753095+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58051.0,58049.6,58051.0,58020.2,2610.0,8190.0,185.753095,58007.711616073466,57984.67571658615,3.490909090913192,9ab0b543
2026-08-06T10:28:16.699728+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:25:00+05:30,58044.2,58049.6,58052.0,58020.2,2730.0,8190.0,196.698948,58006.4752524371,57984.73973616474,2.254545454547042,9ab0b543
2026-08-06T10:28:19.715433+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58055.0,58049.6,58055.0,58020.2,3000.0,8190.0,199.715433,58008.43888880074,57984.87119351473,4.218181818185258,9ab0b543
2026-08-06T10:28:20.727717+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:25:00+05:30,58044.6,58049.6,58055.0,58020.2,3000.0,8190.0,200.726609,58006.54797970982,57984.87119351473,2.3272727272706106,9ab0b543
2026-08-06T10:28:21.737503+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58047.8,58049.6,58055.0,58020.2,3090.0,8190.0,201.736661,58007.12979789165,57984.91430863009,1.2363636363661499,9ab0b543
2026-08-06T10:28:33.737770+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58050.2,58049.6,58055.0,58020.2,3270.0,8190.0,213.73777,58007.56616152801,57985.006407176035,0.9454545454573235,9ab0b543
2026-08-06T10:28:35.771201+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:25:00+05:30,58045.0,58049.6,58055.0,58020.2,3330.0,8190.0,215.771201,58006.620706982554,57985.03522254243,0.0,9ab0b543
2026-08-06T10:28:36.753038+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58049.6,58049.6,58055.0,58020.2,3330.0,8190.0,216.753038,58007.45707061892,57985.03522254243,0.8363636363646947,9ab0b543
2026-08-06T10:28:38.763786+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58050.0,58049.6,58055.0,58020.2,3360.0,8190.0,218.763786,58007.52979789164,57985.050724289715,0.9090909090882633,9ab0b543
2026-08-06T10:28:39.773649+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:25:00+05:30,58045.0,58049.6,58055.0,58020.2,3420.0,8190.0,219.773649,58006.620706982554,57985.07949764019,0.0,9ab0b543
2026-08-06T10:28:42.776572+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58050.0,58049.6,58055.0,58020.2,3420.0,8190.0,222.776572,58007.52979789164,57985.07949764019,0.9090909090882633,9ab0b543
2026-08-06T10:28:48.811531+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58049.0,58049.6,58055.0,58020.2,3480.0,8190.0,228.811531,58007.347979709826,57985.110642040454,1.9272727272691554,9ab0b543
2026-08-06T10:28:50.817226+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58050.0,58049.6,58055.0,58020.2,3540.0,8190.0,230.817226,58007.52979789164,57985.14151682251,0.7636363636338501,9ab0b543
2026-08-06T10:28:54.841569+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Rejected,Above,,,2026-08-06T10:25:00+05:30,58045.0,58049.6,58055.0,58020.2,3630.0,8190.0,234.841569,58006.620706982554,57985.1857371027,-0.14545454545441316,9ab0b543
2026-08-06T10:28:55.854885+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58049.0,58049.6,58055.0,58020.2,3690.0,8190.0,235.854885,58007.347979709826,57985.21629948915,0.0,9ab0b543
2026-08-06T10:28:57.858996+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Flat,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58050.0,58049.6,58055.0,58020.2,3870.0,8190.0,237.858996,58007.52979789164,57985.309245974815,0.18181818181619747,9ab0b543
2026-08-06T10:29:45.918135+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Falling,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58054.4,58049.6,58055.0,58020.2,4590.0,8190.0,285.918135,58008.329797891645,57985.6957362498,0.8000000000029104,9ab0b543
2026-08-06T10:29:49.940461+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Low,Falling,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58045.2,58049.6,58055.0,58020.2,4650.0,8190.0,289.940461,58006.657070618916,57985.72858048162,-0.6909090909102815,9ab0b543
2026-08-06T10:29:53.961960+05:30,WAIT,Neutral,Ignore,Bullish,None,Bullish,Low,Falling,Above,Above,Above,,,2026-08-06T10:25:00+05:30,58055.0,58049.6,58055.0,58020.2,4710.0,8190.0,293.96196,58008.43888880074,57985.75916072843,0.9090909090955392,9ab0b543
2026-08-06T10:30:01.019852+05:30,WAIT,Neutral,Ignore,Bullish,None,None,Unknown,Flat,Above,Above,Above,,,2026-08-06T10:30:00+05:30,58053.6,58055.2,58055.2,58053.6,0.0,8002.5,1.019852,58016.679751993994,57985.792086103196,8.422681375079264,9ab0b543
